taxon,year
nerita undulata,1791
buccinum undulatum,1791
murex undulatus,1791
trochus undulatus,1791
nautilus unguiculatus,1791
cryptocephalus unicolor,1791
cucujus unicolor,1791
dermestes unicolor,1791
apis unicornis,1791
clytra unifasciata,1791
fulgora unipunctata,1791
curculio unipunctatus,1791
curculio urbanus,1791
trochus urbanus,1791
cypraea ursellus,1791
taenia ursi,1791
coccinella ursicolor,1791
trichoda ursula,1791
meloe ursus,1791
medusa utriculus,1791
teredo utriculus,1791
voluta utriculus,1791
formica vagans,1791
ostrea valentini,1791
curculio validus,1791
ostrea valsella,1791
nerita valvata,1791
echinorynchus vanelli,1791
mammaria varia,1791
cancer varians,1791
coccinella varians,1791
curculio varians,1791
buccinum varicosum,1791
fulgora variegata,1791
helix variegata,1791
tellina variegata,1791
venus variegata,1791
voluta variegata,1791
echinus variegatus,1791
oniscus variegatus,1791
trochus variegatus,1791
cassida variolosa,1791
cypraea variolosa,1791
buccinum varium,1791
sabella vegetabilis,1791
acrydium velox,1791
vespa velox,1791
bulla velum,1791
conus venelli,1791
cypraea venerea,1791
aphrodita ventilabrum,1791
anomia ventricosa,1791
patella ventricosa,1791
buccinum ventricosum,1791
conus ventricosus,1791
trochus ventricosus,1791
helix venusta,1791
alcyonium vermiculare,1791
trochus vernus,1791
lutjanus verres,1791
patella verrucosa,1791
buccinum verrucosum,1791
murex verrucosus,1791
trochus verrucosus,1791
buccinum versicolor,1791
murex versicolor,1791
mytilus versicolor,1791
nereis versicolor,1791
nerita versicolor,1791
ostrea versicolor,1791
sphex versicolor,1791
turbo versicolor,1791
venus versicolor,1791
vespa versicolor,1791
leptura versicolorea,1791
helix vertigo,1791
taenia vervecina,1791
bulla vesica,1791
murex vespertilio,1791
ascaris vespertilionis,1791
taenia vespertilionis,1791
ichneumon vespertinus,1791
solen vespertinus,1791
conus vexillum,1791
murex vexillum,1791
strombus vexillum,1791
voluta vexillum,1791
strombus vibex,1791
echinus vicia,1791
sphex viduata,1791
mytilus vigatus,1791
ichneumon vigilans,1791
erotylus vigintipunctatus,1791
coccinella vigintiquatuorpunctata,1791
tellina vinacea,1791
cypraea vinosa,1791
lepas violacea,1791
mactra violacea,1791
melolontha violacea,1791
nerita violacea,1791
ostrea violacea,1791
tenthredo violacea,1791
venus violacea,1791
conus violaceus,1791
chrysi virens,1791
venus virens,1791
cardium virescens,1791
lutjanus virescens,1791
patella virescens,1791
patella virgata,1791
venus virgata,1791
voluta virgata,1791
trochus virgatus,1791
haliotis virginea,1791
tipula virginea,1791
cardium virgineum,1791
ostrea virginica,1791
tellina virginica,1791
venus virginica,1791
buccinum virginicum,1791
ephemera virgo,1791
fulgora viridis,1791
hirudo viridis,1791
trochus viridis,1791
trochus viridulus,1791
ascaris visceralis,1791
taenia visceralis,1791
chrysomela vitis,1791
ostrea vitrea,1791
pinna vitrea,1791
tellina vitrea,1791
dentalium vitreum,1791
argonauta vitreus,1791
donacia vittata,1791
holothuria vittata,1791
nerita vittata,1791
ostrea vittata,1791
acrydium vittatum,1791
meloe vittatus,1791
sparus vittatus,1791
trochus vittatus,1791
ascaris vituli,1791
bulla voluta,1791
voluta volva,1791
echinus vulgaris,1791
buccinum vulgatum,1791
ichneumon vulpes,1791
apis vulpina,1791
fasciola vulpis,1791
taenia vulpis,1791
venus wauaria,1791
phalaena williana,1791
echinorynchus xiphiae,1791
mytilus zellensis,1791
conus zeylanicus,1791
coccinella zibellina,1791
trochus ziczac,1791
voluta ziervoyelii,1791
cypraea zonaria,1791
holothuria zonaria,1791
tellina zonata,1791
conus abbas,1792
cetonia abbreviata,1792
sphaeridium abdominale,1792
erotylus abdominalis,1792
mantis abdominalis,1792
bostrichus abietinus,1792
anobium abietis,1792
phalaena abruptaria,1792
sciaena abuhamrur,1792
cottus acadian,1792
membracis aculeata,1792
lophius aculeatus,1792
syngnathus aculeatus,1792
bulla acuminata,1792
conus acuminatus,1792
cerithium adansonii,1792
labrus adspersus,1792
dermestes adstrictor,1792
galeruca advena,1792
mugil aedda,1792
carabus aeneocephalus,1792
sphaeridium aeneum,1792
cryptocephalus aeneus,1792
helops aeneus,1792
lethrus aeneus,1792
chrysomela aeruginea,1792
strongylus aestivus,1792
curculio aestuans,1792
galeruca aestuans,1792
chrysomela aethiops,1792
dytiscus agilis,1792
ichneumon agitator,1792
cardita ajar,1792
raja ajereba,1792
scomber albicans,1792
curculio albolineatus,1792
byrrhus albopunctatus,1792
salmo albus,1792
scarabaeus alces,1792
bulimus algirus,1792
curculio alneti,1792
carabus alternans,1792
membracis alticollum,1792
murex alucoides,1792
clerus alvearius,1792
papilio amandus,1792
muraena ambigua,1792
perca americana,1792
pleuronectes americanus,1792
callidium amethystinum,1792
gobius amorea,1792
blennius amphibius,1792
bulla amplustre,1792
cantharis analis,1792
carabus analis,1792
elater analis,1792
cellaria anguina,1792
phalaena angularia,1792
zonitis angulata,1792
callidium angulatum,1792
malachius angulatus,1792
hippobosca angulosa,1792
spongia anhelans,1792
cyprinus annoni,1792
lamia annulata,1792
saperda annulata,1792
pleuronectes annulatus,1792
bos anoa,1792
anodontites,1792
sparus anonymus,1792
canis antarcticus,1792
anthias,1792
conus antidiluvianus,1792
buprestis appendiculata,1792
tortrix applana,1792
pleuronectes aramaca,1792
melolontha araneoides,1792
conus araneosus,1792
curculio araneus,1792
melolontha arbicola,1792
spongia arborescens,1792
conus archiepiscopus,1792
conus archithalassus,1792
coccinella arctica,1792
ichneumon arcuatus,1792
chrysomela areata,1792
cicindela arenaria,1792
helix arenaria,1792
conus arenatus,1792
mylabris argentata,1792
perca argentata,1792
anthias argus,1792
labrus argus,1792
curculio armadillo,1792
membracis armata,1792
tetratoma armata,1792
curculio armeniacae,1792
mutilla articulata,1792
curculio articulatus,1792
carabus aruensis,1792
phalaena arundinata,1792
blennius ascanii,1792
oniscus asellus,1792
curculio assimilis,1792
bostrichus ater,1792
bulimus ater,1792
hydrophilus ater,1792
hydrophilus ater,1792
strongylus ater,1792
callidium atomarium,1792
hister atomarius,1792
megatoma atra,1792
mordella atra,1792
tetratoma atra,1792
saperda atricornis,1792
cetonia atromaculata,1792
buprestis attenuata,1792
carabus attenuatus,1792
conus aurantius,1792
conus auratus,1792
conus aureus,1792
conus auricomus,1792
membracis auriculata,1792
bulimus aurisleporis,1792
carabus auronitens,1792
lycus aurora,1792
leptura aurulenta,1792
bulimus australis,1792
canis australis,1792
clio australis,1792
cassida austriaca,1792
balistes auwawa,1792
bulimus avenaceus,1792
galeruca avicenniae,1792
avicula,1792
labrus badius,1792
labrus ballan,1792
conus bandanus,1792
conus barbadensis,1792
chrysomela barbara,1792
necydalis barbara,1792
balistes barbatus,1792
saperda barbicornis,1792
teredo batavus,1792
ichneumon bellatorius,1792
balistes bellus,1792
crioceris betulae,1792
bulimus bicarinatus,1792
cetonia bicolor,1792
dytiscus bicolor,1792
helops bicolor,1792
hippobosca bicolor,1792
hydrophilus bicolor,1792
mycetophagus bicolor,1792
mytilus bicolor,1792
necydalis bicolor,1792
scolopax bicolor,1792
sphaeridium bicolor,1792
spongia bicolor,1792
hypophlaeus bicornis,1792
bostrichus bidens,1792
hippobosca bidens,1792
hippobosca bidens,1792
hispa bidens,1792
trogosita bidens,1792
saperda bidentata,1792
dermestes bidentatus,1792
galeruca bifasciata,1792
leptura bifasciata,1792
perca bifasciata,1792
anthias bifasciatus,1792
notoxus bifasciatus,1792
ptilinus bifasciatus,1792
chrysomela bifrons,1792
gadus bifurcus,1792
helix bilabiata,1792
mantis bimaculata,1792
perca bimaculata,1792
apate bimaculatus,1792
oxyporus bimaculatus,1792
ripiphorus bimaculatus,1792
cassida binotata,1792
curculio binotatus,1792
sparus biocellarus,1792
hippobosca bipunctata,1792
dermestes bipunctatus,1792
notoxus bipunctatus,1792
curculio bipustulatus,1792
lyctus bipustulatus,1792
oxyporus bipustulatus,1792
raja birostris,1792
coccinella bisbipustulata,1792
lucanus biso,1792
gasterosteus bispinosus,1792
coccinella bissexguttata,1792
curculio blattariae,1792
perca blennoides,1792
arctomys bobac,1792
spongia bombicina,1792
melolontha bombyliformis,1792
curculio borraginis,1792
bulimus bovinus,1792
galeruca bovistae,1792
dermestes brachypterus,1792
perca brasiliensis,1792
curculio brassicae,1792
galeruca brassicae,1792
carabus brevicollis,1792
megatoma brevicornis,1792
melolontha brevipes,1792
saperda brunnea,1792
lyctus brunneus,1792
oxyporus brunneus,1792
paederus brunnipes,1792
curculio brunnirostris,1792
murex bufo,1792
prionus buphtalmus,1792
lamarckia bursa,1792
tenebrio cadaverinus,1792
hister caesus,1792
galeruca cajennensis,1792
galeruca calcarata,1792
leptura calcarata,1792
curculio calcaratus,1792
curculio calcaratus,1792
conus caledonicus,1792
galeruca calida,1792
dytiscus calidus,1792
solen callosus,1792
perca callyodon,1792
curculio camelus,1792
cassidea canaliculata,1792
synchita canaliculata,1792
cerithium canaliculatum,1792
curculio canaliculatus,1792
lyctus canaliculatus,1792
trichius canaliculatus,1792
conus cancellatus,1792
melolontha cancroides,1792
cancer candidus,1792
curculio caninus,1792
serpula cannelletto,1792
conus canonicus,1792
conus caraconus,1792
conus cardinalis,1792
cardita,1792
cardita carinata,1792
cassidea carinata,1792
curculio carinatus,1792
chrysomela carnifex,1792
spongia carnosa,1792
lamia carolinensis,1792
sciurus carolinensis,1792
carabus carolinus,1792
curculio carpini,1792
carabus cassideus,1792
papilio cassioides,1792
tetratoma castanea,1792
cucujus castaneus,1792
mycetophagus castaneus,1792
curculio castor,1792
cancer cataphractus,1792
conus catus,1792
venus cayanensis,1792
carabus celer,1792
ichneumon celer,1792
oxyporus cellaris,1792
spongia cellularioides,1792
horia cephalotes,1792
musca cephalotes,1792
upis ceramboides,1792
conus ceylanensis,1792
bulla ceylanica,1792
cellaria chelata,1792
curculio chimaris,1792
mantis chloris,1792
syngnathus chorda,1792
carabus chrysomalinus,1792
ptinus chrysomeloides,1792
strongylus chrysomeloides,1792
papilio chrysophtalmus,1792
blennius chuff,1792
syngnathus cilo,1792
melolontha cincta,1792
cerithium cinctum,1792
helops cinctus,1792
curculio cinerascens,1792
simia cinerea,1792
conus cinereus,1792
mugil cinereus,1792
cypraea cinnamomaea,1792
ips cinnamomea,1792
cinomolgus,1792
mantis cinquemaculata,1792
phalaena circularia,1792
mantis cirenea,1792
conus classiarius,1792
blaps clathrata,1792
cetonia clathrata,1792
opatrum clathratum,1792
cerithium clava,1792
cucujus clavicornis,1792
donacia clavipes,1792
tetratoma clavipes,1792
scarabaeus clinias,1792
cyprinus clupoides,1792
chrysomela cochleariae,1792
lagria coerulea,1792
trogosita coerulea,1792
phalaena cognata,1792
curculio collaris,1792
lagria collaris,1792
conus columba,1792
colydium,1792
muraena compressa,1792
cardita concamerata,1792
carabus concolor,1792
cryptocephalus concolor,1792
alcyonium conicum,1792
curculio conicus,1792
solen constrictus,1792
cerithium conulus,1792
murex conulus,1792
terebratula cor,1792
buccinum corniculum,1792
salmo cornubiensis,1792
mantis cornuta,1792
apate cornutus,1792
notoxus cornutus,1792
trox cornutus,1792
sciaena coro,1792
mantis coronata,1792
cerithium coronatum,1792
bulimus corrugatus,1792
ichneumon corruptator,1792
hippobosca corvi,1792
phalaena corylata,1792
staphylinus crassicornis,1792
chermes crataegi,1792
opatrum crenatum,1792
elophorus crenatus,1792
kryptophagus crenatus,1792
ptinus crenatus,1792
scarites crenatus,1792
staphylinus crenatus,1792
melolontha crenulata,1792
pholas crenulatus,1792
curculio cretaceus,1792
anodontites crispata,1792
brachycerus crispatus,1792
labrus critinus,1792
hister cruciatus,1792
cassida cruenta,1792
cassidea crumena,1792
cassidea crumena,1792
dytiscus crux,1792
cryptophagus,1792
callidium cupreum,1792
tenebrio cupreus,1792
conus curassaviensis,1792
salmo curimata,1792
curimata,1792
carabus cursor,1792
curculio curvicornis,1792
tellina cuspidata,1792
necydalis cyanea,1792
callidium cyaneum,1792
staphylinus cyanipennis,1792
cyclonium,1792
spongia cylindracea,1792
salmo cylindraceus,1792
sciaena cylindrica,1792
curculio cylindricus,1792
bostrichus cylindrus,1792
siren cynocephala,1792
cardita dactylus,1792
scarabaeus daedalus,1792
conus daucus,1792
lamia daviesii,1792
pyrochroa decemmaculata,1792
cerithium decussatum,1792
ichneumon delator,1792
hippobosca dentata,1792
lamia dentata,1792
cerithium dentatum,1792
julus dentatus,1792
lyctus dentatus,1792
passalus dentatus,1792
anthrenus denticornis,1792
galeruca denticornis,1792
ptinus denticornis,1792
curculio dentifer,1792
donacia dentipes,1792
conus deperditus,1792
curculio depressirostris,1792
lyctus depressus,1792
scarabaeus depressus,1792
cucujus dermestoides,1792
mycerophagus dermestoides,1792
mycetophagus dermestoides,1792
tetratoma dermestoides,1792
ichneumon dessinator,1792
saperda detrita,1792
sciaena diacantha,1792
anthias diagramma,1792
lamia diana,1792
carabus dianae,1792
mutilla dimidiata,1792
nitidula dimidiata,1792
ripiphorus dimidiatus,1792
scarabaeus dionysius,1792
cetonia discoidea,1792
galeruca discoidea,1792
nitidula discoides,1792
carabus discoideus,1792
falco discolor,1792
sciaena discolor,1792
carabus discus,1792
apate dispar,1792
cantharis dispar,1792
coccinella dispar,1792
curculio dispar,1792
conus distans,1792
curculio distinctus,1792
cryptocephalus distinguendus,1792
ichneumon divigator,1792
bulimus doliolum,1792
martes domestica,1792
anas domesticus,1792
conus dominicanus,1792
synodendron dominicum,1792
alcyonium domuncula,1792
dorcatoma,1792
dorkatoma,1792
perca dorso,1792
mantis draco,1792
dorcatoma dresdensis,1792
pselaphus dresdensis,1792
dryops,1792
hister dubius,1792
notoxus dubius,1792
cryptocephalus duodecimpunctatus,1792
dytiscus duodecimpustulatus,1792
conus dux,1792
cerithium ebeninum,1792
cerithium eburneum,1792
conus eburneus,1792
curculio echii,1792
papilio eclypsis,1792
blennius edwardsii,1792
cetonia elata,1792
melolontha elata,1792
ips elateroides,1792
elater elegans,1792
elophorus elongatus,1792
blaps emarginata,1792
cicindela emarginata,1792
hippobosca emarginata,1792
hippobosca emarginata,1792
hispa emarginata,1792
scarabaeus entellus,1792
saperda ephippium,1792
conus episcopus,1792
conus eques,1792
mutilla erithrocephala,1792
labrus erithrophthalmus,1792
galeruca erucae,1792
hydrophilus erythrocephalus,1792
melyris erythrogaster,1792
mordella erythrogaster,1792
malachius erythromelas,1792
mantis erythroptera,1792
gobius erythrostomus,1792
curculio esuriens,1792
galeruca euphorbiae,1792
cistela evonymi,1792
lacerta exanthematica,1792
anobium excavatum,1792
carabus exclamationis,1792
leptura exclamationis,1792
cryptocephalus exiguus,1792
exocoetus exisiliens,1792
ichneumon falsarius,1792
bulla fasciata,1792
cantharis fasciata,1792
cassidea fasciata,1792
mantis fasciata,1792
cerithium fasciatum,1792
labrus fasciatus,1792
labrus fasciatus,1792
donacia fasciculatae,1792
cetonia fastuosa,1792
melolontha fastuosa,1792
apate femoralis,1792
blaps femoralis,1792
dryops femorata,1792
saperda femorata,1792
scarabaeus fennicus,1792
lophius fergusonis,1792
cerambyx fericeus,1792
salmo ferra,1792
curculio ferrugatus,1792
cistela ferruginea,1792
ips ferruginea,1792
tetratoma ferruginea,1792
cerithium ferrugineum,1792
conus ferrugineus,1792
lanius ferrugineus,1792
cetonia festiva,1792
cucujus festivus,1792
curculio festivus,1792
